rattlesnake|crovir-protein-6564	human|NP_000952.1
rattlesnake|crovir-protein-2645	human|NP_076921.1
rattlesnake|crovir-protein-11679	human|NP_001092764.1
rattlesnake|crovir-protein-11678	human|NP_001185650.1
rattlesnake|crovir-protein-11909	human|NP_001129277.1
rattlesnake|crovir-protein-11905	human|NP_976328.2
rattlesnake|crovir-protein-11904	human|NP_056151.2
rattlesnake|crovir-protein-11907	human|NP_001019554.1
rattlesnake|crovir-protein-11906	human|NP_001287894.1
rattlesnake|crovir-protein-11677	human|NP_851851.3
rattlesnake|crovir-protein-11676	human|NP_612424.1
rattlesnake|crovir-protein-11675	human|NP_056079.1
rattlesnake|crovir-protein-11902	human|NP_031376.3
rattlesnake|crovir-protein-4980	human|NP_001177901.1
rattlesnake|crovir-protein-4981	human|NP_001008495.2
rattlesnake|crovir-protein-4982	human|NP_002476.2
rattlesnake|crovir-protein-4983	human|NP_001350.1
rattlesnake|crovir-protein-4984	human|NP_071746.1
rattlesnake|crovir-protein-4985	human|NP_003812.1
rattlesnake|crovir-protein-4986	human|NP_001119583.1
rattlesnake|crovir-protein-4987	human|NP_005932.2
rattlesnake|crovir-protein-4988	human|XP_016868638.1
rattlesnake|crovir-protein-4989	human|XP_011515392.1
rattlesnake|crovir-protein-9361	human|NP_003185.1
rattlesnake|crovir-protein-5438	human|XP_005248308.1
rattlesnake|crovir-protein-2524	human|NP_055368.1
rattlesnake|crovir-protein-3195	human|NP_848652.2
rattlesnake|crovir-protein-5126	human|NP_055083.1
rattlesnake|crovir-protein-1808	human|NP_699199.2
rattlesnake|crovir-protein-1809	human|XP_011518045.1
rattlesnake|crovir-protein-14251	human|NP_004243.1
rattlesnake|crovir-protein-1834	human|NP_057712.2
rattlesnake|crovir-protein-5583	human|NP_002817.2
rattlesnake|crovir-protein-1803	human|XP_016868494.1
rattlesnake|crovir-protein-1800	human|NP_054742.2
rattlesnake|crovir-protein-1801	human|NP_061172.1
rattlesnake|crovir-protein-1806	human|NP_659449.3
rattlesnake|crovir-protein-1807	human|NP_699199.2
rattlesnake|crovir-protein-1804	human|XP_005252522.1
rattlesnake|crovir-protein-5584	human|NP_203129.1
rattlesnake|crovir-protein-2525	human|XP_005257702.1
rattlesnake|crovir-protein-8782	human|NP_878248.2
rattlesnake|crovir-protein-8783	human|XP_011531316.1
rattlesnake|crovir-protein-14256	human|XP_005257084.1
rattlesnake|crovir-protein-8781	human|NP_065956.1
rattlesnake|crovir-protein-8786	human|NP_001098047.1
rattlesnake|crovir-protein-8787	human|NP_212134.3
rattlesnake|crovir-protein-14631	human|NP_002615.2
rattlesnake|crovir-protein-8788	human|NP_443152.1
rattlesnake|crovir-protein-8789	human|NP_443152.1
rattlesnake|crovir-protein-16506	human|XP_016866296.1
rattlesnake|crovir-protein-5128	human|XP_016881064.1
rattlesnake|crovir-protein-3224	human|XP_011510330.1
rattlesnake|crovir-protein-2527	human|XP_016880069.1
rattlesnake|crovir-protein-13419	human|NP_000530.1
rattlesnake|crovir-protein-13418	human|NP_057558.3
rattlesnake|crovir-protein-5859	human|NP_660155.2
rattlesnake|crovir-protein-5858	human|NP_036269.1
rattlesnake|crovir-protein-13411	human|NP_003916.1
rattlesnake|crovir-protein-13410	human|NP_000985.1
rattlesnake|crovir-protein-5857	human|XP_016857972.1
rattlesnake|crovir-protein-1777	human|NP_076917.1
rattlesnake|crovir-protein-13415	human|NP_001017395.2
rattlesnake|crovir-protein-5850	human|XP_011540117.1
rattlesnake|crovir-protein-5853	human|XP_016856413.1
rattlesnake|crovir-protein-13416	human|NP_001017395.2
rattlesnake|crovir-protein-7639	human|XP_016873764.1
rattlesnake|crovir-protein-7638	human|XP_016873816.1
rattlesnake|crovir-protein-7989	human|NP_036466.2
rattlesnake|crovir-protein-7988	human|NP_036466.2
rattlesnake|crovir-protein-7985	human|NP_001304160.1
rattlesnake|crovir-protein-7984	human|NP_056046.1
rattlesnake|crovir-protein-7631	human|NP_055448.1
rattlesnake|crovir-protein-7630	human|NP_001166176.1
rattlesnake|crovir-protein-7637	human|XP_024304238.1
rattlesnake|crovir-protein-7636	human|XP_024304238.1
rattlesnake|crovir-protein-7635	human|NP_003256.1
rattlesnake|crovir-protein-7634	human|NP_001091643.1
rattlesnake|crovir-protein-4188	human|NP_002679.2
rattlesnake|crovir-protein-4189	human|NP_001009939.1
rattlesnake|crovir-protein-12605	human|NP_076946.1
rattlesnake|crovir-protein-3822	human|NP_001135789.1
rattlesnake|crovir-protein-4180	human|NP_055449.1
rattlesnake|crovir-protein-4181	human|NP_001171481.1
rattlesnake|crovir-protein-4182	human|NP_005650.2
rattlesnake|crovir-protein-4183	human|NP_003316.3
rattlesnake|crovir-protein-4184	human|NP_001017964.1
rattlesnake|crovir-protein-4185	human|XP_016884318.1
rattlesnake|crovir-protein-4186	human|XP_016884414.1
rattlesnake|crovir-protein-4187	human|XP_024308688.1
rattlesnake|crovir-protein-9169	human|XP_016866443.1
rattlesnake|crovir-protein-9168	human|XP_011518015.1
rattlesnake|crovir-protein-103	human|NP_694984.4
rattlesnake|crovir-protein-15455	human|XP_006717116.1
rattlesnake|crovir-protein-9161	human|NP_001182526.1
rattlesnake|crovir-protein-9160	human|NP_006611.1
rattlesnake|crovir-protein-9163	human|XP_024302117.1
rattlesnake|crovir-protein-9162	human|XP_016866997.1
rattlesnake|crovir-protein-9165	human|NP_001240605.1
rattlesnake|crovir-protein-9164	human|XP_016866997.1
rattlesnake|crovir-protein-9167	human|NP_001008783.1
rattlesnake|crovir-protein-9166	human|XP_016865857.1
rattlesnake|crovir-protein-3823	human|NP_055230.2
rattlesnake|crovir-protein-11657	human|XP_006717520.1
rattlesnake|crovir-protein-11656	human|XP_005250643.1
rattlesnake|crovir-protein-7185	human|NP_001316166.1
rattlesnake|crovir-protein-7184	human|NP_006818.3
rattlesnake|crovir-protein-15454	human|NP_008845.2
rattlesnake|crovir-protein-7186	human|NP_001035197.1
rattlesnake|crovir-protein-7181	human|XP_011535542.1
rattlesnake|crovir-protein-7180	human|XP_011534792.1
rattlesnake|crovir-protein-7183	human|NP_000360.2
rattlesnake|crovir-protein-11658	human|XP_006717520.1
rattlesnake|crovir-protein-7189	human|NP_001289546.1
rattlesnake|crovir-protein-7188	human|NP_002623.2
rattlesnake|crovir-protein-738	human|NP_001180550.1
rattlesnake|crovir-protein-737	human|NP_660339.1
rattlesnake|crovir-protein-734	human|NP_001180550.1
rattlesnake|crovir-protein-735	human|NP_001138819.1
rattlesnake|crovir-protein-732	human|NP_079316.2
rattlesnake|crovir-protein-733	human|XP_005259115.1
rattlesnake|crovir-protein-731	human|XP_005259115.1
rattlesnake|crovir-protein-13734	human|NP_059980.2
rattlesnake|crovir-protein-13735	human|NP_006807.1
rattlesnake|crovir-protein-13736	human|XP_005271912.1
rattlesnake|crovir-protein-13737	human|XP_005271912.1
rattlesnake|crovir-protein-13730	human|NP_005724.1
rattlesnake|crovir-protein-13731	human|NP_000496.2
rattlesnake|crovir-protein-16503	human|NP_060095.2
rattlesnake|crovir-protein-13733	human|NP_055224.1
rattlesnake|crovir-protein-2828	human|NP_079092.2
rattlesnake|crovir-protein-13738	human|NP_112590.1
rattlesnake|crovir-protein-13739	human|XP_006713963.1
rattlesnake|crovir-protein-9558	human|NP_001138594.1
rattlesnake|crovir-protein-9559	human|NP_073572.2
rattlesnake|crovir-protein-6588	human|XP_005260644.1
rattlesnake|crovir-protein-6589	human|NP_000773.2
rattlesnake|crovir-protein-6582	human|NP_065169.1
rattlesnake|crovir-protein-6583	human|NP_006036.1
rattlesnake|crovir-protein-6580	human|NP_002228.2
rattlesnake|crovir-protein-6581	human|XP_011527126.1
rattlesnake|crovir-protein-9554	human|NP_001304824.1
rattlesnake|crovir-protein-9555	human|NP_009138.1
rattlesnake|crovir-protein-6584	human|NP_060667.2
rattlesnake|crovir-protein-9557	human|NP_000370.2
rattlesnake|crovir-protein-5155	human|NP_036321.2
rattlesnake|crovir-protein-10298	human|XP_011523752.1
rattlesnake|crovir-protein-10299	human|NP_006249.1
rattlesnake|crovir-protein-10292	human|NP_001136235.1
rattlesnake|crovir-protein-10293	human|NP_001136235.1
rattlesnake|crovir-protein-10290	human|NP_003329.1
rattlesnake|crovir-protein-10291	human|NP_001136235.1
rattlesnake|crovir-protein-10296	human|NP_542400.2
rattlesnake|crovir-protein-10297	human|NP_036374.1
rattlesnake|crovir-protein-10295	human|NP_006249.1
rattlesnake|crovir-protein-13088	human|NP_116114.1
rattlesnake|crovir-protein-13089	human|NP_000473.2
rattlesnake|crovir-protein-4728	human|NP_001265552.1
rattlesnake|crovir-protein-4729	human|NP_006578.2
rattlesnake|crovir-protein-13082	human|NP_001035545.1
rattlesnake|crovir-protein-13083	human|NP_009111.2
rattlesnake|crovir-protein-13080	human|NP_001157750.1
rattlesnake|crovir-protein-13081	human|XP_016873329.1
rattlesnake|crovir-protein-13086	human|NP_000030.1
rattlesnake|crovir-protein-13087	human|NP_001707.1
rattlesnake|crovir-protein-13084	human|NP_001035545.1
rattlesnake|crovir-protein-6279	human|XP_011508462.1
rattlesnake|crovir-protein-6766	human|NP_008845.2
rattlesnake|crovir-protein-6767	human|NP_001268382.1
rattlesnake|crovir-protein-6764	human|NP_001167589.1
rattlesnake|crovir-protein-6765	human|NP_001167589.1
rattlesnake|crovir-protein-6762	human|NP_001276736.1
rattlesnake|crovir-protein-6763	human|NP_000385.1
rattlesnake|crovir-protein-6761	human|NP_619635.1
rattlesnake|crovir-protein-6768	human|XP_024307437.1
rattlesnake|crovir-protein-6769	human|NP_001073957.1
rattlesnake|crovir-protein-17415	human|NP_775808.3
rattlesnake|crovir-protein-17142	human|NP_006498.1
rattlesnake|crovir-protein-17141	human|NP_001088.2
rattlesnake|crovir-protein-17140	human|NP_001088.2
rattlesnake|crovir-protein-12427	human|NP_001264153.1
rattlesnake|crovir-protein-12426	human|NP_001013683.1
rattlesnake|crovir-protein-17413	human|XP_005272226.1
rattlesnake|crovir-protein-12424	human|NP_001185797.1
rattlesnake|crovir-protein-12429	human|XP_011543032.1
rattlesnake|crovir-protein-17148	human|XP_005250037.1
rattlesnake|crovir-protein-17419	human|XP_011516800.1
rattlesnake|crovir-protein-17418	human|NP_057164.3
rattlesnake|crovir-protein-8244	human|XP_011528647.1
rattlesnake|crovir-protein-2566	human|NP_005792.1
rattlesnake|crovir-protein-5305	human|NP_001026883.1
rattlesnake|crovir-protein-10154	human|NP_078850.3
rattlesnake|crovir-protein-2406	human|NP_002786.2
rattlesnake|crovir-protein-14978	human|NP_001248337.1
rattlesnake|crovir-protein-15819	human|NP_001091742.1
rattlesnake|crovir-protein-15818	human|NP_071928.2
rattlesnake|crovir-protein-15369	human|XP_011516365.1
rattlesnake|crovir-protein-11162	human|NP_004203.2
rattlesnake|crovir-protein-15813	human|NP_852478.1
rattlesnake|crovir-protein-15812	human|NP_002194.2
rattlesnake|crovir-protein-15811	human|NP_057030.3
rattlesnake|crovir-protein-15810	human|XP_005248653.1
rattlesnake|crovir-protein-15361	human|NP_001317569.1
rattlesnake|crovir-protein-15816	human|NP_004456.1
rattlesnake|crovir-protein-15815	human|NP_066550.2
rattlesnake|crovir-protein-15362	human|NP_001308832.1
rattlesnake|crovir-protein-7815	human|XP_024304258.1
rattlesnake|crovir-protein-3561	human|NP_055086.1
rattlesnake|crovir-protein-14146	human|NP_064618.3
rattlesnake|crovir-protein-7790	human|NP_073609.2
rattlesnake|crovir-protein-6011	human|NP_060357.1
rattlesnake|crovir-protein-14145	human|NP_001268364.1
rattlesnake|crovir-protein-14142	human|NP_004580.1
rattlesnake|crovir-protein-14143	human|NP_001139784.1
rattlesnake|crovir-protein-14140	human|NP_001009905.1
rattlesnake|crovir-protein-17195	human|NP_003739.2
rattlesnake|crovir-protein-11164	human|NP_001310454.1
rattlesnake|crovir-protein-7792	human|NP_055870.2
rattlesnake|crovir-protein-14148	human|NP_001019907.1
rattlesnake|crovir-protein-14149	human|XP_011521908.1
rattlesnake|crovir-protein-8975	human|NP_001010868.2
rattlesnake|crovir-protein-8974	human|NP_001026913.1
rattlesnake|crovir-protein-8205	human|NP_005906.2
rattlesnake|crovir-protein-8976	human|NP_001035958.1
rattlesnake|crovir-protein-8971	human|NP_055836.1
rattlesnake|crovir-protein-8970	human|NP_068775.1
rattlesnake|crovir-protein-8973	human|NP_006407.1
rattlesnake|crovir-protein-8972	human|NP_862820.1
rattlesnake|crovir-protein-7794	human|XP_005253178.1
rattlesnake|crovir-protein-8979	human|NP_001337434.1
rattlesnake|crovir-protein-8978	human|NP_940970.1
rattlesnake|crovir-protein-8209	human|XP_011508839.1
rattlesnake|crovir-protein-8208	human|NP_002230.1
rattlesnake|crovir-protein-17192	human|NP_057317.2
rattlesnake|crovir-protein-13358	human|XP_011531901.1
rattlesnake|crovir-protein-7797	human|NP_071733.1
rattlesnake|crovir-protein-7813	human|XP_016856524.1
rattlesnake|crovir-protein-14792	human|NP_951038.1
rattlesnake|crovir-protein-13165	human|NP_036269.1
rattlesnake|crovir-protein-4898	human|NP_064574.1
rattlesnake|crovir-protein-13166	human|NP_067000.1
rattlesnake|crovir-protein-1178	human|NP_056106.1
rattlesnake|crovir-protein-13359	human|NP_003959.3
rattlesnake|crovir-protein-13163	human|NP_066983.1
rattlesnake|crovir-protein-13162	human|NP_001177874.1
rattlesnake|crovir-protein-12555	human|XP_016856688.1
rattlesnake|crovir-protein-16438	human|NP_001135815.1
rattlesnake|crovir-protein-3849	human|XP_016858039.1
rattlesnake|crovir-protein-3844	human|NP_000088.3
rattlesnake|crovir-protein-3845	human|NP_690866.1
rattlesnake|crovir-protein-7811	human|NP_689876.2
rattlesnake|crovir-protein-5300	human|XP_016865929.1
rattlesnake|crovir-protein-16681	human|NP_001780.2
rattlesnake|crovir-protein-16431	human|XP_011536525.1
rattlesnake|crovir-protein-16432	human|NP_001908.3
rattlesnake|crovir-protein-3843	human|NP_001841.2
rattlesnake|crovir-protein-7249	human|NP_001338869.1
rattlesnake|crovir-protein-2442	human|XP_011530135.1
rattlesnake|crovir-protein-7538	human|NP_036441.2
rattlesnake|crovir-protein-7539	human|NP_036441.2
rattlesnake|crovir-protein-2465	human|NP_001245324.1
rattlesnake|crovir-protein-2464	human|XP_005273466.1
rattlesnake|crovir-protein-2467	human|NP_003371.2
rattlesnake|crovir-protein-2466	human|NP_001245282.1
rattlesnake|crovir-protein-2461	human|NP_001167630.1
rattlesnake|crovir-protein-2460	human|NP_001340434.1
rattlesnake|crovir-protein-2463	human|NP_001123990.1
rattlesnake|crovir-protein-2462	human|NP_036429.2
rattlesnake|crovir-protein-7810	human|NP_689876.2
rattlesnake|crovir-protein-10088	human|NP_001035957.1
rattlesnake|crovir-protein-2469	human|XP_016880573.1
rattlesnake|crovir-protein-2468	human|XP_011522687.1
rattlesnake|crovir-protein-10087	human|XP_011522403.1
rattlesnake|crovir-protein-8544	human|NP_659463.1
rattlesnake|crovir-protein-15213	human|NP_077321.3
rattlesnake|crovir-protein-7535	human|XP_005253227.2
rattlesnake|crovir-protein-7240	human|XP_005268185.1
rattlesnake|crovir-protein-12553	human|XP_011507454.1
rattlesnake|crovir-protein-2605	human|XP_006721880.1
rattlesnake|crovir-protein-10084	human|XP_016879565.1
rattlesnake|crovir-protein-2604	human|NP_036580.2
rattlesnake|crovir-protein-7246	human|NP_002506.2
rattlesnake|crovir-protein-2607	human|NP_079423.1
rattlesnake|crovir-protein-7531	human|NP_061176.3
rattlesnake|crovir-protein-5114	human|NP_001243527.1
rattlesnake|crovir-protein-5447	human|NP_001305687.1
rattlesnake|crovir-protein-1163	human|NP_006338.1
rattlesnake|crovir-protein-5445	human|XP_006714567.1
rattlesnake|crovir-protein-5110	human|NP_001305426.1
rattlesnake|crovir-protein-1164	human|NP_115785.1
rattlesnake|crovir-protein-5440	human|NP_008850.1
rattlesnake|crovir-protein-1166	human|NP_078820.2
rattlesnake|crovir-protein-9316	human|NP_114130.3
rattlesnake|crovir-protein-9317	human|NP_473455.2
rattlesnake|crovir-protein-9314	human|NP_001229313.1
rattlesnake|crovir-protein-9315	human|NP_001104547.1
rattlesnake|crovir-protein-9312	human|XP_011534248.1
rattlesnake|crovir-protein-5119	human|NP_008835.5
rattlesnake|crovir-protein-5448	human|XP_024305999.1
rattlesnake|crovir-protein-5449	human|NP_005449.5
rattlesnake|crovir-protein-2351	human|XP_011524491.1
rattlesnake|crovir-protein-2350	human|XP_011524491.1
rattlesnake|crovir-protein-2447	human|NP_004827.4
rattlesnake|crovir-protein-3736	human|XP_006715037.1
rattlesnake|crovir-protein-8028	human|NP_001313488.1
rattlesnake|crovir-protein-12551	human|NP_001953.1
rattlesnake|crovir-protein-3734	human|XP_011527877.1
rattlesnake|crovir-protein-16382	human|XP_016874613.1
rattlesnake|crovir-protein-3735	human|XP_006715037.1
rattlesnake|crovir-protein-16383	human|NP_001340274.1
rattlesnake|crovir-protein-8283	human|NP_001281074.1
rattlesnake|crovir-protein-1754	human|NP_005098.2
rattlesnake|crovir-protein-8282	human|NP_036422.3
rattlesnake|crovir-protein-1755	human|NP_001230280.1
rattlesnake|crovir-protein-3730	human|NP_038470.1
rattlesnake|crovir-protein-12092	human|NP_004702.2
rattlesnake|crovir-protein-12550	human|NP_997080.1
rattlesnake|crovir-protein-16386	human|NP_002804.2
rattlesnake|crovir-protein-3731	human|NP_001304920.1
rattlesnake|crovir-protein-16387	human|NP_653269.3
rattlesnake|crovir-protein-13694	human|NP_001229758.1
rattlesnake|crovir-protein-13479	human|NP_001171597.1
rattlesnake|crovir-protein-11701	human|XP_005261453.1
rattlesnake|crovir-protein-1751	human|NP_001092874.1
rattlesnake|crovir-protein-3568	human|XP_016884888.1
rattlesnake|crovir-protein-505	human|NP_056009.1
rattlesnake|crovir-protein-504	human|XP_005255212.1
rattlesnake|crovir-protein-507	human|NP_001035830.1
rattlesnake|crovir-protein-506	human|NP_000294.1
rattlesnake|crovir-protein-501	human|XP_024306066.1
rattlesnake|crovir-protein-500	human|NP_001295.2
rattlesnake|crovir-protein-503	human|NP_001138590.1
rattlesnake|crovir-protein-502	human|XP_024306066.1
rattlesnake|crovir-protein-16045	human|NP_005399.1
rattlesnake|crovir-protein-16044	human|XP_005256294.1
rattlesnake|crovir-protein-16047	human|NP_001317485.1
rattlesnake|crovir-protein-509	human|XP_005255285.3
rattlesnake|crovir-protein-508	human|NP_001127859.1
rattlesnake|crovir-protein-16043	human|XP_005256294.1
rattlesnake|crovir-protein-16042	human|NP_057077.1
rattlesnake|crovir-protein-4531	human|NP_002349.1
rattlesnake|crovir-protein-4530	human|NP_001029366.1
rattlesnake|crovir-protein-4533	human|XP_011529864.1
rattlesnake|crovir-protein-16389	human|NP_057321.2
rattlesnake|crovir-protein-4535	human|NP_001074.2
rattlesnake|crovir-protein-4534	human|NP_001035826.1
rattlesnake|crovir-protein-4537	human|NP_057683.1
rattlesnake|crovir-protein-4536	human|NP_000125.2
rattlesnake|crovir-protein-4539	human|NP_814444.1
rattlesnake|crovir-protein-4538	human|NP_940888.3
rattlesnake|crovir-protein-1758	human|XP_011532627.1
rattlesnake|crovir-protein-11068	human|NP_060232.2
rattlesnake|crovir-protein-16449	human|NP_116218.2
rattlesnake|crovir-protein-13470	human|XP_016862083.1
rattlesnake|crovir-protein-1686	human|XP_006716214.1
rattlesnake|crovir-protein-7615	human|NP_001300655.1
rattlesnake|crovir-protein-11707	human|NP_055653.2
rattlesnake|crovir-protein-1349	human|NP_055037.1
rattlesnake|crovir-protein-1348	human|NP_061335.1
rattlesnake|crovir-protein-7966	human|NP_060327.3
rattlesnake|crovir-protein-1345	human|NP_001333268.1
