"Crovir_ID","Crovir_ProtID","HumanID"
"crovir-transcript-576","crovir-protein-576","NP_078803.4"
"crovir-transcript-577","crovir-protein-577","XP_016879899.1"
"crovir-transcript-569","crovir-protein-569","XP_016878863.1"
"crovir-transcript-578","crovir-protein-578","XP_005255334.1"
"crovir-transcript-570","crovir-protein-570","XP_016879275.2"
"crovir-transcript-572","crovir-protein-572","NP_001390.1"
"crovir-transcript-571","crovir-protein-571","NP_001542.1"
"crovir-transcript-11418","crovir-protein-11418","NP_001074472.1"
"crovir-transcript-11421","crovir-protein-11421","XP_005262533.1"
"crovir-transcript-11425","crovir-protein-11425","NP_065772.1"
"crovir-transcript-11419","crovir-protein-11419","NP_006658.1"
"crovir-transcript-11424","crovir-protein-11424","NP_005079.2"
"crovir-transcript-11422","crovir-protein-11422","NP_079011.3"
"crovir-transcript-11416","crovir-protein-11416","NP_001273494.1"
"crovir-transcript-11417","crovir-protein-11417","NP_714915.3"
"crovir-transcript-11423","crovir-protein-11423","NP_940893.1"
"crovir-transcript-11420","crovir-protein-11420","XP_005255916.3"
"crovir-transcript-11427","crovir-protein-11427","XP_005255916.3"
"crovir-transcript-11430","crovir-protein-11430","NP_057179.1"
"crovir-transcript-11431","crovir-protein-11431","NP_006058.1"
"crovir-transcript-11429","crovir-protein-11429","XP_005260636.1"
"crovir-transcript-11426","crovir-protein-11426","XP_024306021.1"
"crovir-transcript-11434","crovir-protein-11434","XP_016879061.2"
"crovir-transcript-11432","crovir-protein-11432","NP_005242.1"
"crovir-transcript-11438","crovir-protein-11438","NP_001139020.1"
"crovir-transcript-11443","crovir-protein-11443","XP_005260464.1"
"crovir-transcript-11442","crovir-protein-11442","NP_113664.1"
"crovir-transcript-11441","crovir-protein-11441","NP_001259004.1"
"crovir-transcript-11440","crovir-protein-11440","NP_079007.2"
"crovir-transcript-11437","crovir-protein-11437","NP_001269395.1"
"crovir-transcript-11436","crovir-protein-11436","NP_001273456.2"
"crovir-transcript-11439","crovir-protein-11439","XP_005256131.1"
"crovir-transcript-11444","crovir-protein-11444","NP_066972.1"
"crovir-transcript-11448","crovir-protein-11448","NP_001528.1"
"crovir-transcript-11445","crovir-protein-11445","NP_036345.2"
"crovir-transcript-11449","crovir-protein-11449","NP_001207417.1"
"crovir-transcript-11450","crovir-protein-11450","NP_005783.2"
"crovir-transcript-11453","crovir-protein-11453","XP_011521137.1"
"crovir-transcript-11456","crovir-protein-11456","XP_011521348.1"
"crovir-transcript-11454","crovir-protein-11454","NP_149110.1"
"crovir-transcript-11455","crovir-protein-11455","NP_878274.1"
"crovir-transcript-11457","crovir-protein-11457","NP_056062.1"
"crovir-transcript-11458","crovir-protein-11458","NP_002959.2"
"crovir-transcript-11460","crovir-protein-11460","NP_001073899.2"
"crovir-transcript-11462","crovir-protein-11462","XP_005256225.1"
"crovir-transcript-11461","crovir-protein-11461","NP_001310537.1"
"crovir-transcript-11464","crovir-protein-11464","XP_016868329.1"
"crovir-transcript-11466","crovir-protein-11466","NP_001295254.1"
"crovir-transcript-11473","crovir-protein-11473","XP_016878583.1"
"crovir-transcript-11470","crovir-protein-11470","NP_006339.3"
"crovir-transcript-11471","crovir-protein-11471","NP_006339.3"
"crovir-transcript-11469","crovir-protein-11469","XP_011521615.1"
"crovir-transcript-11472","crovir-protein-11472",NA
"crovir-transcript-11468","crovir-protein-11468","XP_005271479.1"
"crovir-transcript-11467","crovir-protein-11467","NP_002096.1"
"crovir-transcript-11474","crovir-protein-11474","NP_000181.2"
"crovir-transcript-11477","crovir-protein-11477","NP_653305.1"
"crovir-transcript-11476","crovir-protein-11476","NP_653305.1"
"crovir-transcript-11475","crovir-protein-11475","NP_077311.2"
"crovir-transcript-11480","crovir-protein-11480","NP_004521.1"
"crovir-transcript-11478","crovir-protein-11478","NP_060309.2"
"crovir-transcript-11482","crovir-protein-11482","NP_115706.1"
"crovir-transcript-11479","crovir-protein-11479","NP_689522.2"
"crovir-transcript-11485","crovir-protein-11485","XP_011538278.1"
"crovir-transcript-11486","crovir-protein-11486","NP_003745.1"
"crovir-transcript-11484","crovir-protein-11484","XP_005267567.1"
"crovir-transcript-11488","crovir-protein-11488","XP_005256149.1"
"crovir-transcript-11489","crovir-protein-11489","NP_891552.1"
"crovir-transcript-11490","crovir-protein-11490","NP_694993.2"
"crovir-transcript-11487","crovir-protein-11487","NP_066018.1"
"crovir-transcript-11491","crovir-protein-11491","XP_006721234.1"
"crovir-transcript-11496","crovir-protein-11496","NP_055613.1"
"crovir-transcript-11494","crovir-protein-11494","NP_694574.3"
"crovir-transcript-11499","crovir-protein-11499","NP_001006611.1"
"crovir-transcript-11498","crovir-protein-11498","NP_001335007.1"
"crovir-transcript-11508","crovir-protein-11508","NP_000284.1"
"crovir-transcript-11502","crovir-protein-11502","NP_110417.2"
"crovir-transcript-11504","crovir-protein-11504","NP_005871.1"
"crovir-transcript-11506","crovir-protein-11506",NA
"crovir-transcript-11510","crovir-protein-11510","NP_597700.1"
"crovir-transcript-11505","crovir-protein-11505",NA
"crovir-transcript-11503","crovir-protein-11503","NP_872299.2"
"crovir-transcript-11507","crovir-protein-11507","NP_055136.1"
"crovir-transcript-11500","crovir-protein-11500","NP_060676.2"
"crovir-transcript-11509","crovir-protein-11509","XP_005260323.1"
"crovir-transcript-11511","crovir-protein-11511","NP_079021.3"
"crovir-transcript-11512","crovir-protein-11512","NP_115730.2"
"crovir-transcript-11513","crovir-protein-11513","NP_005994.2"
"crovir-transcript-11515","crovir-protein-11515","NP_006618.1"
"crovir-transcript-11514","crovir-protein-11514","XP_005259313.1"
"crovir-transcript-11519","crovir-protein-11519",NA
"crovir-transcript-11518","crovir-protein-11518","NP_001229.1"
"crovir-transcript-11517","crovir-protein-11517","NP_003787.2"
"crovir-transcript-11528","crovir-protein-11528","NP_001129628.1"
"crovir-transcript-11527","crovir-protein-11527","NP_001166245.1"
"crovir-transcript-11524","crovir-protein-11524","XP_005259449.1"
"crovir-transcript-11530","crovir-protein-11530","NP_115515.2"
"crovir-transcript-11525","crovir-protein-11525","NP_997274.2"
"crovir-transcript-11529","crovir-protein-11529","XP_011525773.1"
"crovir-transcript-11541","crovir-protein-11541","NP_001119807.1"
"crovir-transcript-11526","crovir-protein-11526","NP_001158504.1"
"crovir-transcript-11532","crovir-protein-11532","NP_689479.1"
"crovir-transcript-11542","crovir-protein-11542","NP_149094.3"
"crovir-transcript-11533","crovir-protein-11533","NP_060495.2"
"crovir-transcript-11537","crovir-protein-11537","NP_060495.2"
"crovir-transcript-11531","crovir-protein-11531","XP_005259002.1"
"crovir-transcript-11539","crovir-protein-11539","XP_005257746.1"
"crovir-transcript-11534","crovir-protein-11534",NA
"crovir-transcript-11538","crovir-protein-11538","NP_001596.2"
"crovir-transcript-11536","crovir-protein-11536","NP_001596.2"
"crovir-transcript-11535","crovir-protein-11535","NP_002144.1"
"crovir-transcript-11544","crovir-protein-11544","NP_001186700.1"
"crovir-transcript-11548","crovir-protein-11548","XP_011521623.1"
"crovir-transcript-11549","crovir-protein-11549","NP_006556.1"
"crovir-transcript-11547","crovir-protein-11547","NP_001013860.1"
"crovir-transcript-11552","crovir-protein-11552","NP_001075955.1"
"crovir-transcript-11546","crovir-protein-11546","NP_115910.1"
"crovir-transcript-11553","crovir-protein-11553","NP_115516.1"
"crovir-transcript-11545","crovir-protein-11545","XP_024306042.1"
"crovir-transcript-11551","crovir-protein-11551","NP_110446.3"
"crovir-transcript-11567","crovir-protein-11567","NP_001317148.1"
"crovir-transcript-11562","crovir-protein-11562","XP_005256127.1"
"crovir-transcript-11565","crovir-protein-11565",NA
"crovir-transcript-11557","crovir-protein-11557","NP_055144.3"
"crovir-transcript-11556","crovir-protein-11556","NP_006733.1"
"crovir-transcript-11566","crovir-protein-11566","NP_001898.1"
"crovir-transcript-11554","crovir-protein-11554","NP_001137391.1"
"crovir-transcript-11563","crovir-protein-11563","NP_848611.2"
"crovir-transcript-11558","crovir-protein-11558",NA
"crovir-transcript-11561","crovir-protein-11561","NP_078988.2"
"crovir-transcript-11564","crovir-protein-11564","XP_016878615.1"
"crovir-transcript-11560","crovir-protein-11560","NP_054906.2"
"crovir-transcript-11555","crovir-protein-11555","NP_037436.1"
"crovir-transcript-11572","crovir-protein-11572","NP_057048.2"
"crovir-transcript-11568","crovir-protein-11568","NP_001122322.1"
"crovir-transcript-11580","crovir-protein-11580","NP_001316857.1"
"crovir-transcript-11573","crovir-protein-11573","NP_001273429.1"
"crovir-transcript-11574","crovir-protein-11574","NP_001129977.1"
"crovir-transcript-11571","crovir-protein-11571","NP_006132.1"
"crovir-transcript-11569","crovir-protein-11569","NP_848933.1"
"crovir-transcript-11575","crovir-protein-11575","NP_653202.1"
"crovir-transcript-11578","crovir-protein-11578","NP_058647.1"
"crovir-transcript-11570","crovir-protein-11570","NP_004605.4"
"crovir-transcript-11576","crovir-protein-11576","NP_001129245.1"
"crovir-transcript-11579","crovir-protein-11579","NP_001171491.1"
"crovir-transcript-11577","crovir-protein-11577","XP_011521103.1"
"crovir-transcript-11582","crovir-protein-11582","NP_001788.2"
"crovir-transcript-11586","crovir-protein-11586","XP_011521334.1"
"crovir-transcript-11585","crovir-protein-11585","NP_065978.1"
"crovir-transcript-11587","crovir-protein-11587","XP_011521403.1"
"crovir-transcript-11592","crovir-protein-11592","NP_001128243.1"
"crovir-transcript-11589","crovir-protein-11589","NP_001139434.1"
"crovir-transcript-11590","crovir-protein-11590","NP_002652.2"
"crovir-transcript-11591","crovir-protein-11591","NP_938204.2"
"crovir-transcript-11598","crovir-protein-11598","NP_071324.1"
"crovir-transcript-11594","crovir-protein-11594","NP_443124.3"
"crovir-transcript-11593","crovir-protein-11593","XP_011521150.2"
"crovir-transcript-11595","crovir-protein-11595","NP_056066.2"
"crovir-transcript-11597","crovir-protein-11597","NP_001094095.2"
"crovir-transcript-11596","crovir-protein-11596","XP_011521168.1"
"crovir-transcript-11599","crovir-protein-11599","NP_001291946.1"
"crovir-transcript-1026","crovir-protein-1026","NP_001036146.1"
"crovir-transcript-1029","crovir-protein-1029","NP_001036146.1"
"crovir-transcript-1030","crovir-protein-1030","NP_056473.2"
"crovir-transcript-1027","crovir-protein-1027","XP_006710663.1"
"crovir-transcript-1028","crovir-protein-1028","NP_005515.1"
"crovir-transcript-1035","crovir-protein-1035","NP_940869.2"
"crovir-transcript-1033","crovir-protein-1033","NP_001292204.1"
"crovir-transcript-1032","crovir-protein-1032","NP_001292204.1"
"crovir-transcript-1031","crovir-protein-1031","NP_001317366.1"
"crovir-transcript-1036","crovir-protein-1036","NP_001192181.1"
"crovir-transcript-1045","crovir-protein-1045",NA
"crovir-transcript-1044","crovir-protein-1044","NP_001123517.1"
"crovir-transcript-1048","crovir-protein-1048",NA
"crovir-transcript-1049","crovir-protein-1049","NP_036376.2"
"crovir-transcript-1054","crovir-protein-1054","XP_016855838.1"
"crovir-transcript-1051","crovir-protein-1051","XP_016855838.1"
"crovir-transcript-1053","crovir-protein-1053","XP_016855838.1"
"crovir-transcript-1052","crovir-protein-1052","NP_065825.1"
"crovir-transcript-1043","crovir-protein-1043","XP_005247421.1"
"crovir-transcript-1041","crovir-protein-1041","NP_054907.1"
"crovir-transcript-1037","crovir-protein-1037","NP_001108220.1"
"crovir-transcript-1050","crovir-protein-1050","NP_060658.3"
"crovir-transcript-1039","crovir-protein-1039",NA
"crovir-transcript-1047","crovir-protein-1047","NP_073745.2"
"crovir-transcript-1040","crovir-protein-1040","NP_001138682.1"
"crovir-transcript-1042","crovir-protein-1042","NP_060441.2"
"crovir-transcript-1046","crovir-protein-1046","NP_064703.1"
"crovir-transcript-1056","crovir-protein-1056","XP_024303692.1"
"crovir-transcript-1058","crovir-protein-1058","NP_001269514.1"
"crovir-transcript-1063","crovir-protein-1063","NP_001317240.1"
"crovir-transcript-1064","crovir-protein-1064","NP_001025056.1"
"crovir-transcript-1062","crovir-protein-1062","XP_011539949.1"
"crovir-transcript-1065","crovir-protein-1065","NP_001264929.1"
"crovir-transcript-1067","crovir-protein-1067","XP_024308825.1"
"crovir-transcript-1061","crovir-protein-1061","XP_011538909.1"
"crovir-transcript-1068","crovir-protein-1068","NP_001123885.2"
"crovir-transcript-1060","crovir-protein-1060","XP_024308790.1"
"crovir-transcript-1059","crovir-protein-1059","XP_024302675.1"
"crovir-transcript-1066","crovir-protein-1066","NP_542172.2"
"crovir-transcript-1055","crovir-protein-1055","XP_024303241.1"
"crovir-transcript-1057","crovir-protein-1057","XP_016858104.1"
"crovir-transcript-1069","crovir-protein-1069","XP_011540792.1"
"crovir-transcript-1079","crovir-protein-1079","NP_878258.1"
"crovir-transcript-1072","crovir-protein-1072",NA
"crovir-transcript-1080","crovir-protein-1080","NP_001185923.1"
"crovir-transcript-1073","crovir-protein-1073","XP_005244786.2"
"crovir-transcript-1078","crovir-protein-1078","NP_848640.1"
"crovir-transcript-1081","crovir-protein-1081","XP_016858130.1"
"crovir-transcript-1084","crovir-protein-1084","XP_016858130.1"
"crovir-transcript-1082","crovir-protein-1082","XP_016858130.1"
"crovir-transcript-1074","crovir-protein-1074","XP_005257746.1"
"crovir-transcript-1071","crovir-protein-1071","XP_016857278.1"
"crovir-transcript-1076","crovir-protein-1076","XP_016857278.1"
"crovir-transcript-1077","crovir-protein-1077",NA
"crovir-transcript-1092","crovir-protein-1092",NA
"crovir-transcript-1091","crovir-protein-1091","NP_079124.1"
"crovir-transcript-1086","crovir-protein-1086","NP_068775.1"
"crovir-transcript-1090","crovir-protein-1090","XP_005244808.1"
"crovir-transcript-1093","crovir-protein-1093",NA
"crovir-transcript-1103","crovir-protein-1103","XP_016856538.1"
"crovir-transcript-1102","crovir-protein-1102","XP_005244829.1"
"crovir-transcript-1104","crovir-protein-1104","XP_016856538.1"
"crovir-transcript-1101","crovir-protein-1101","NP_115916.3"
"crovir-transcript-1111","crovir-protein-1111","NP_060288.3"
"crovir-transcript-1097","crovir-protein-1097","NP_877429.2"
"crovir-transcript-1115","crovir-protein-1115","NP_060288.3"
"crovir-transcript-1112","crovir-protein-1112","NP_060288.3"
"crovir-transcript-1100","crovir-protein-1100","NP_005418.1"
"crovir-transcript-1106","crovir-protein-1106","XP_016855891.1"
"crovir-transcript-1098","crovir-protein-1098","NP_057149.1"
"crovir-transcript-1113","crovir-protein-1113",NA
"crovir-transcript-1108","crovir-protein-1108","XP_011539832.1"
"crovir-transcript-1105","crovir-protein-1105","NP_683763.2"
"crovir-transcript-1110","crovir-protein-1110","NP_001230175.1"
"crovir-transcript-1095","crovir-protein-1095","NP_077002.2"
"crovir-transcript-1096","crovir-protein-1096","NP_426359.1"
"crovir-transcript-1107","crovir-protein-1107","XP_011539899.1"
"crovir-transcript-1099","crovir-protein-1099","NP_001291465.1"
"crovir-transcript-1123","crovir-protein-1123","NP_001334394.1"
"crovir-transcript-1124","crovir-protein-1124","NP_001107573.1"
"crovir-transcript-1125","crovir-protein-1125","NP_000482.3"
"crovir-transcript-1118","crovir-protein-1118","NP_056193.2"
"crovir-transcript-1121","crovir-protein-1121","NP_001096640.2"
"crovir-transcript-1117","crovir-protein-1117","NP_061821.1"
"crovir-transcript-1128","crovir-protein-1128","NP_001116849.1"
"crovir-transcript-1134","crovir-protein-1134",NA
"crovir-transcript-1129","crovir-protein-1129","NP_848018.1"
"crovir-transcript-1127","crovir-protein-1127","XP_016863819.1"
"crovir-transcript-1119","crovir-protein-1119","NP_065186.3"
"crovir-transcript-1133","crovir-protein-1133","NP_000063.2"
"crovir-transcript-1132","crovir-protein-1132","XP_011539386.1"
"crovir-transcript-1130","crovir-protein-1130","XP_011539386.1"
"crovir-transcript-1136","crovir-protein-1136","NP_060668.2"
"crovir-transcript-1143","crovir-protein-1143","XP_011539064.1"
"crovir-transcript-1138","crovir-protein-1138","NP_055666.2"
"crovir-transcript-1146","crovir-protein-1146","NP_001265576.1"
"crovir-transcript-1139","crovir-protein-1139","NP_001252521.1"
"crovir-transcript-1137","crovir-protein-1137","NP_683866.1"
"crovir-transcript-1135","crovir-protein-1135","NP_036537.1"
"crovir-transcript-1145","crovir-protein-1145","NP_997253.2"
"crovir-transcript-1148","crovir-protein-1148","NP_863654.1"
"crovir-transcript-1147","crovir-protein-1147","XP_016858110.1"
"crovir-transcript-1142","crovir-protein-1142","NP_055917.1"
